house_id,ukut_id,ИТП,Дата введения,Марка,система,точка расположения,номер прибора,Дата поверки,Дата очередной поверки,Повторный ввод,Год поверки,arshin,vri_id,org_title,mit_number,mit_title,mit_notation,mi_modification,mi_number,verification_date,valid_date,result_docnum,applicability,sticker_num
aleschenkova-10,aleschenkova-10-itp1,ИТП-1,18/12/2012,ЭРСВ-420Л-40,отопление,Т-2,1033961,,04/09/2028,до 15.09.2025,поверка 2024,3,1-484757889,"ООО ""МЦМ""",76349-19,Трансформаторы тока,"ТТК, ТТК-А",ТТК-100,1033961,27.11.2025,26.11.2029,С-ДИО/27-11-2025/484757889,true,
aleschenkova-10,aleschenkova-10-itp1,ИТП-1,18/12/2012,КТСП-Н-80,отопление,термопары,23184г/23184х,,29/08/2028,до 15.09.2025,поверка 2024,1,1-366582461,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,23184Г/23184Х,30.08.2024,29.08.2028,С-БУТ/30-08-2024/366582461,true,
aleschenkova-10,aleschenkova-10-itp1,ИТП-1,18/12/2012,ЭРСВ-420Л-25,гвс,Т-3,1201333,,10/09/2028,до 15.09.2025,поверка 2024,2,1-484258406,"ФБУ ""ЦСМ ИМ. А.М. МУРАТШИНА В РЕСПУБЛИКЕ БАШКОРТОСТАН""",52630-13,Штангенциркули нониусные и цифровые, ,Нет модификации,1201333,26.11.2025,25.11.2026,С-АБ/26-11-2025/484258406,true,
aleschenkova-10,aleschenkova-10-itp1,ИТП-1,18/12/2012,ЭРСВ-420Л-20,гвс,Т-4,1158583,,10/09/2028,до 15.09.2025,поверка 2024,3,1-369996209,"ООО ПП ""ТЕХНОЛОГИЯ""",20293-10,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР,ЭРСВ-420Л-20,1158583,11.09.2024,10.09.2028,С-БУТ/11-09-2024/369996209,true,
aleschenkova-10,aleschenkova-10-itp1,ИТП-1,18/12/2012,КТПТР-06-45,гвс,термопары,3438/3438А,,29/08/2028,до 15.09.2025,поверка 2024,6,1-445214843,"ООО ""ДЮГ И С""",46156-10,Комплекты термометров сопротивления из платины технических разностных,"КТПТР-01, КТПТР-03, КТПТР-06, КТПТР-07, КТПТР-08",КТПТР-01,3438/3438А,02.07.2025,01.07.2029,С-ГЭГ/02-07-2025/445214843,true,
aleschenkova-11,aleschenkova-11-itp1,ИТП-1,15/05/2012,КАРАТ-2001-01,отопление,теплорегистратор,20890312,,08/06/2027,до 15.09.2025,поверка 2023,1,1-253934045,"ФБУ ""УРАЛТЕСТ""",30485-10,Теплорегистраторы,КАРАТ,КАРАТ мод.2001-01,20890312,08.06.2023,07.06.2027,С-СЕ/08-06-2023/253934045,true,
aleschenkova-11,aleschenkova-11-itp1,ИТП-1,15/05/2012,ЭРСВ-420Л-40,отопление,Т-1,1138836,,26/06/2027,до 15.09.2025,поверка 2023,0,1-384301055,"ООО ""ЗАВОД № 423""",77390-20,Устройства для распределения тепловой энергии электронные,INDIV-X,INDIV-X-10T,1138836,28.10.2024,27.10.2034,С-ГМД/28-10-2024/384301055,true,
aleschenkova-11,aleschenkova-11-itp1,ИТП-1,15/05/2012,ЭРСВ-420Л-40,отопление,Т-2,1137776,,26/06/2027,до 15.09.2025,поверка 2023,0,1-381721604,"ООО ""ЗАВОД № 423""",77390-20,Устройства для распределения тепловой энергии электронные,INDIV-X,INDIV-X-10T,1137776,24.10.2024,23.10.2034,С-ГМД/24-10-2024/381721604,true,
aleschenkova-11,aleschenkova-11-itp1,ИТП-1,15/05/2012,КТСП-Н-80,отопление,термопары,43959х/43959г,,06/06/2027,до 15.09.2025,поверка 2023,0,,,,,,,,,,,,
aleschenkova-11,aleschenkova-11-itp1,ИТП-1,15/05/2012,ЭРСВ-420Л-25,гвс,Т-3,1152758,,26/06/2027,до 15.09.2025,поверка 2023,0,1-79690986,"ЗАО ""РОСМА""",25913-08,Манометры показывающие,"ТМ, ТВ, ТМВ и ТМТБ",ТМТБ3,1152758,16.07.2021,15.07.2023,С-ДЛЮ/16-07-2021/79690986,true,
aleschenkova-11,aleschenkova-11-itp1,ИТП-1,15/05/2012,ЭРСВ-420Л-20,гвс,Т-4,1033687,,26/06/2027,до 15.09.2025,поверка 2023,0,1-207117739,"ООО ""ЗАВОД № 423""",77390-20,Устройства для распределения тепловой энергии электронные,INDIV-X,INDIV-X-10,1033687,01.11.2022,31.10.2032,С-ГМД/01-11-2022/207117739,true,
aleschenkova-11,aleschenkova-11-itp1,ИТП-1,15/05/2012,КТПТР-06-45,гвс,термопары,329/329А,,07/06/2027,до 15.09.2025,поверка 2023,8,1-457478844,"ООО НПП ""УРАЛТЕХНОЛОГИЯ""",21605-06,Комплекты термопреобразователей платиновых технических разностных,"КТПТР-06, КТПТР-07, КТПТР-08",КТПТР-06,329/329А,13.08.2025,12.08.2029,С-ВРК/13-08-2025/457478844,true,
aleschenkova-12,aleschenkova-12-itp1,ИТП-1,11/01/2013,КАРАТ-2001-01,отопление,теплорегистратор,10490512,,13/06/2028,до 15.09.2025,поверка 2024,2,1-456230370,"ООО НПП ""ЭЛЕМЕР""",78838-20,Термопреобразователи с унифицированным выходным сигналом,ТПУ-205,ТПУ-205,10490512,11.08.2025,10.08.2027,С-ВСП/11-08-2025/456230370,true,
aleschenkova-12,aleschenkova-12-itp1,ИТП-1,11/01/2013,ЭРСВ-420Л-40,отопление,Т-1,1200679,,02/07/2028,до 15.09.2025,поверка 2024,3,1-448136904,"ООО ""АКВАТЕХНИК""",27010-09,Тепловычислители,Взлет ТСРВ,ТСРВ 024М,1200679,15.07.2025,14.07.2029,С-ДИИ/15-07-2025/448136904,true,
aleschenkova-12,aleschenkova-12-itp1,ИТП-1,11/01/2013,ЭРСВ-420Л-40,отопление,Т-2,1205102,,02/07/2028,до 15.09.2025,поверка 2024,5,1-482426553,"ООО ""АКВАМЕТРОЛОГИЯ""",73676-18,Счетчики холодной и горячей воды крыльчатые,"НОРМА СВКМ, НОРМА СВКС",НОРМА СВКМ-15У,1205102,11.11.2025,10.11.2031,С-ДЯН/11-11-2025/482426553,true,
aleschenkova-12,aleschenkova-12-itp1,ИТП-1,11/01/2013,КТСП-Н-80,отопление,термопары,23195х/23195г,,06/06/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
aleschenkova-12,aleschenkova-12-itp1,ИТП-1,11/01/2013,ЭРСВ-420Л-25,гвс,Т-3,1154936,,16/07/2028,до 15.09.2025,поверка 2024,2,1-378645028,"ООО ""ЦМС""",55467-13,Счетчики холодной и горячей воды универсальные,ЭКОНОМ,СВ-15-110,1154936,07.10.2024,06.10.2030,С-ЕАА/07-10-2024/378645028,true,
aleschenkova-12,aleschenkova-12-itp1,ИТП-1,11/01/2013,ЭРСВ-420Л-20,гвс,Т-4,1215622,,16/07/2028,до 15.09.2025,поверка 2024,1,1-357096816,"ФБУ ""УРАЛТЕСТ""",20293-10,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР,ВЗЛЕТ ЭР,1215622,16.07.2024,15.07.2028,С-СЕ/16-07-2024/357096816,true,
aleschenkova-12,aleschenkova-12-itp1,ИТП-1,11/01/2013,КТПТР-06-45,гвс,термопары,1944А/1944,,07/06/2027,до 15.09.2025,поверка 2023,0,1-360757991,"ФБУ ""БУРЯТСКИЙ ЦСМ""",46156-10,Комплекты термометров сопротивления из платины технических разностных,"КТПТР-01, КТПТР-03, КТПТР-06, КТПТР-07, КТПТР-08",КТПТР-06,1944А/1944,07.08.2024,06.08.2028,С-ГВ/07-08-2024/360757991,true,
aleschenkova-13,aleschenkova-13-itp1,ИТП-1,14/09/2009,КАРАТ-2001-01,отопление,теплорегистратор,9310209,,08/06/2026,до 15.09.2025,поверка 2023,1,1-253933468,"ФБУ ""УРАЛТЕСТ""",30485-05,Теплорегистраторы,КАРАТ,КАРАТ 2001-01,9310209,08.06.2023,07.06.2027,С-СЕ/08-06-2023/253933468,true,
aleschenkova-13,aleschenkova-13-itp1,ИТП-1,14/09/2009,ПРЭМ-Д-40,отопление,Т-1,230077,,26/03/2029,до 15.09.2025,поверка 2025,1,1-421786926,"ФБУ ""УРАЛТЕСТ""",17858-06,Преобразователи расхода электромагнитные,ПРЭМ,ПРЭМ,230077,27.03.2025,26.03.2029,С-СЕ/27-03-2025/421786926,true,
aleschenkova-13,aleschenkova-13-itp1,ИТП-1,14/09/2009,ПРЭМ-Д-40,отопление,Т-2,229520,,26/03/2029,до 15.09.2025,поверка 2025,1,1-421786929,"ФБУ ""УРАЛТЕСТ""",17858-06,Преобразователи расхода электромагнитные,ПРЭМ,ПРЭМ,229520,27.03.2025,26.03.2029,С-СЕ/27-03-2025/421786929,true,
aleschenkova-13,aleschenkova-13-itp1,ИТП-1,14/09/2009,КТПТР-01-100,отопление,термопары,4141/4141а,,25/03/2029,до 15.09.2025,поверка 2025,1,1-420839179,"ФБУ ""УРАЛТЕСТ""",14638-05,Комплекты термометров (термопреобразователей) платиновых технических разностных,КТПТР,КТПТР-01,4141/4141А,26.03.2025,25.03.2029,С-СЕ/26-03-2025/420839179,true,
aleschenkova-13,aleschenkova-13-itp1,ИТП-1,14/09/2009,МФ 2.2.1-Б-25,гвс,Т-3,201025714,,22/07/2028,до 15.09.2025,поверка 2024,1,1-357096881,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201025714,23.07.2024,22.07.2028,С-СЕ/23-07-2024/357096881,true,
aleschenkova-13,aleschenkova-13-itp1,ИТП-1,14/09/2009,МФ 2.2.1-Б-20,гвс,Т-4,201045708,,22/07/2028,до 15.09.2025,поверка 2024,1,1-357096879,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201045708,23.07.2024,22.07.2028,С-СЕ/23-07-2024/357096879,true,
aleschenkova-13,aleschenkova-13-itp1,ИТП-1,14/09/2009,КТПТР-01-100,гвс,термопары,4287/4287а,,25/03/2029,до 15.09.2025,поверка 2025,1,1-420839177,"ФБУ ""УРАЛТЕСТ""",14638-05,Комплекты термометров (термопреобразователей) платиновых технических разностных,КТПТР,КТПТР-01,4287/4287А,26.03.2025,25.03.2029,С-СЕ/26-03-2025/420839177,true,
aleschenkova-14,aleschenkova-14-itp1,ИТП-1,27/11/2009,КАРАТ-2001-01,отопление,теплорегистратор,11030409,,08/06/2027,До 15.09.2025,поверка 2023,1,1-253933517,"ФБУ ""УРАЛТЕСТ""",30485-05,Теплорегистраторы,КАРАТ,КАРАТ 2001-01,11030409,08.06.2023,07.06.2027,С-СЕ/08-06-2023/253933517,true,
aleschenkova-14,aleschenkova-14-itp1,ИТП-1,27/11/2009,ПРЭМ-Д-40,отопление,Т-1,233364,,26/03/2029,До 15.09.2025,поверка 2024,1,1-421786920,"ФБУ ""УРАЛТЕСТ""",17858-06,Преобразователи расхода электромагнитные,ПРЭМ,ПРЭМ,233364,27.03.2025,26.03.2029,С-СЕ/27-03-2025/421786920,true,
aleschenkova-14,aleschenkova-14-itp1,ИТП-1,27/11/2009,ПРЭМ-Д-40,отопление,Т-2,233336,,26/03/2029,До 15.09.2025,поверка 2024,1,1-421786922,"ФБУ ""УРАЛТЕСТ""",17858-06,Преобразователи расхода электромагнитные,ПРЭМ,ПРЭМ,233336,27.03.2025,26.03.2029,С-СЕ/27-03-2025/421786922,true,
aleschenkova-14,aleschenkova-14-itp1,ИТП-1,27/11/2009,КТПТР-01-100,отопление,термопары,3948/3948а,,25/03/2029,До 15.09.2025,поверка 2024,1,1-420839181,"ФБУ ""УРАЛТЕСТ""",14638-05,Комплекты термометров (термопреобразователей) платиновых технических разностных,КТПТР,КТПТР-01,3948/3948А,26.03.2025,25.03.2029,С-СЕ/26-03-2025/420839181,true,
aleschenkova-14,aleschenkova-14-itp1,ИТП-1,27/11/2009,МФ 2.2.1-Б-25,гвс,Т-3,201026634,,26/03/2029,До 15.09.2025,поверка 2024,1,1-420568530,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201026634,26.03.2025,25.03.2029,С-СЕ/26-03-2025/420568530,true,
aleschenkova-14,aleschenkova-14-itp1,ИТП-1,27/11/2009,МФ 5.2.1-Б-15,гвс,Т-4,201026447,,26/03/2029,До 15.09.2025,поверка 2024,1,1-420568042,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201026447,26.03.2025,25.03.2029,С-СЕ/26-03-2025/420568042,true,
aleschenkova-14,aleschenkova-14-itp1,ИТП-1,27/11/2009,КТПТР-01-100,гвс,термопары,17310/17310а,,02/12/2028,До 15.09.2025,замена 2024,1,1-353424796,"ГБУ ""ИМЦ""",14638-05,Комплекты термометров (термопреобразователей) платиновых технических разностных,КТПТР,КТПТР-01,17310/17310А,10.06.2024,,И-ДЛС/10-06-2024/353424796,false,
aleschenkova-16,aleschenkova-16-itp1,ИТП-1,11/02/2013,КАРАТ-2001-01,отопление,теплорегистратор,15715019,,13/06/2028,до 15.09.2025,поверка 2024,1,1-346971491,"ООО ПП ""ТЕХНОЛОГИЯ""",61255-15,Вычислители,КАРАТ,КАРАТ-307 6V6T6P,15715019,14.06.2024,13.06.2028,С-БУТ/14-06-2024/346971491,true,
aleschenkova-16,aleschenkova-16-itp1,ИТП-1,11/02/2013,ЭРСВ-420Л-40,отопление,Т-1,1440453,,05/07/2026,до 15.09.2025,поверка 2022,1,1-168364140,ООО «Метроконтроль»,52856-13,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР мод. Лайт М,ЭРСВ-440Л В,1440453,05.07.2022,04.07.2026,С-ДШТ/05-07-2022/168364140,true,
aleschenkova-16,aleschenkova-16-itp1,ИТП-1,11/02/2013,ЭРСВ-420Л-40,отопление,Т-2,1200429,,02/07/2028,до 15.09.2025,поверка 2024,4,1-484018730,"ФБУ ""ВОЛГОГРАДСКИЙ ЦСМ""",61577-15,"Микрометры торговой марки ""NORGAU""","серий 041 001,  041 057",41001,1200429,26.11.2025,25.11.2026,С-БИ/26-11-2025/484018730,true,
aleschenkova-16,aleschenkova-16-itp1,ИТП-1,11/02/2013,КТСП-Н-80,отопление,термопары,38885г/38885х,,06/06/2028,до 15.09.2025,поверка 2024,1,1-345385551,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,38885Г/38885Х,07.06.2024,06.06.2028,С-БУТ/07-06-2024/345385551,true,
aleschenkova-16,aleschenkova-16-itp1,ИТП-1,11/02/2013,ЭРСВ-420Л-25,гвс,Т-3,1154876,,16/07/2028,до 15.09.2025,поверка 2024,3,1-480444648,"ФБУ ""МАРИЙСКИЙ ЦСМ""",3255-72,Манометры избыточного давления показывающие,"МТП-100, ВТП-100, МВТП-100, МТП-160, ВТП-160, МВТП-160",МТП-160,1154876,01.11.2025,31.10.2026,С-АИ/01-11-2025/480444648,true,
aleschenkova-16,aleschenkova-16-itp1,ИТП-1,11/02/2013,ЭРСВ-420Л-20,гвс,Т-4,1159681,,16/07/2028,до 15.09.2025,поверка 2024,1,1-357096821,"ФБУ ""УРАЛТЕСТ""",20293-10,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР,ВЗЛЕТ ЭР,1159681,16.07.2024,15.07.2028,С-СЕ/16-07-2024/357096821,true,
aleschenkova-16,aleschenkova-16-itp1,ИТП-1,11/02/2013,КТПТР-06-45,гвс,термопары,5765/5765А,,07/06/2028,до 15.09.2025,поверка 2024,2,1-451142201,"ООО ""МЕТРОСЕРВИС""",39145-08,Комплекты термометров сопротивления из платины технические разностные,"КТПТР-04, КТПТР-05, КТПТР-05/1",КТПТР-05,5765/5765А,28.07.2025,27.07.2031,С-ДДГ/28-07-2025/451142201,true,
aleschenkova-18,aleschenkova-18-itp1,ИТП-1,24/05/2012,КАРАТ-2001-01,отопление,теплорегистратор,20940312,,07/06/2027,до 15.09.2025,поверка 2023,1,1-253934043,"ФБУ ""УРАЛТЕСТ""",30485-10,Теплорегистраторы,КАРАТ,КАРАТ мод.2001-01,20940312,08.06.2023,07.06.2027,С-СЕ/08-06-2023/253934043,true,
aleschenkova-18,aleschenkova-18-itp1,ИТП-1,24/05/2012,ЭРСВ-420Л-40,отопление,Т-1,1148087,,25/06/2027,до 15.09.2025,поверка 2023,0,1-397745210,"ООО ""ЗАВОД № 423""",77390-20,Устройства для распределения тепловой энергии электронные,INDIV-X,INDIV-X-10T,1148087,19.12.2024,18.12.2034,С-ГМД/19-12-2024/397745210,true,
